flight_no,airline,destination,departure_time,flight_status
TR13,Scoot,Singapore,2024-01-27 07:47:00,On Time
SQ211,Singapore Airlines,Singapore,2024-01-27 07:57:00,On Time
TG476,Thai Airways,Bangkok,2024-01-27 09:01:00,On Time
PR211,Philippine Airlines,Manila,2024-01-27 09:28:00,On Time
OZ602,Asiana Airlines,Seoul,2024-01-27 09:48:00,Delayed
JL771,Japan Airlines,Tokyo,2024-01-27 10:00:00,On Time
CA781,Air China,Beijing,2024-01-27 10:02:00,Cancelled
CX101,Cathay Pacific,Hong Kong,2024-01-27 10:28:00,On Time
NH880,ANA,Tokyo,2024-01-27 11:12:00,On Time
KE601,Korean Air,Seoul,2024-01-27 11:27:00,On Time
QF7,Qantas,Los Angeles,2024-01-27 11:56:00,On Time
SQ213,Singapore Airlines,Singapore,2024-01-27 13:27:00,On Time
QF1,Qantas,Singapore,2024-01-27 16:34:00,On Time
UA839,United Airlines,Los Angeles,2024-01-27 20:55:00,Delayed
EK413,Emirates,Dubai,2024-01-27 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-01-28 07:33:00,On Time
SQ211,Singapore Airlines,Singapore,2024-01-28 08:01:00,On Time
5J32,Cebu Pacific,Manila,2024-01-28 08:01:00,Cancelled
MH122,Malaysia Airlines,Kuala Lumpur,2024-01-28 08:42:00,On Time
TG476,Thai Airways,Bangkok,2024-01-28 08:58:00,On Time
MU502,China Eastern,Shanghai,2024-01-28 09:16:00,On Time
PR211,Philippine Airlines,Manila,2024-01-28 09:31:00,On Time
JL771,Japan Airlines,Tokyo,2024-01-28 09:56:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-01-28 10:25:00,On Time
NH880,ANA,Tokyo,2024-01-28 11:18:00,On Time
KE601,Korean Air,Seoul,2024-01-28 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-01-28 11:56:00,On Time
SQ213,Singapore Airlines,Singapore,2024-01-28 13:25:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-01-28 15:48:00,Cancelled
QF1,Qantas,Singapore,2024-01-28 16:34:00,On Time
QR007,Qatar Airways,Doha,2024-01-28 20:44:00,On Time
UA839,United Airlines,Los Angeles,2024-01-28 21:01:00,On Time
EK413,Emirates,Dubai,2024-01-28 21:10:00,On Time
GA715,Garuda Indonesia,Bali,2024-01-29 07:31:00,On Time
SQ211,Singapore Airlines,Singapore,2024-01-29 07:57:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-01-29 08:48:00,On Time
TG476,Thai Airways,Bangkok,2024-01-29 09:05:00,On Time
MU502,China Eastern,Shanghai,2024-01-29 09:11:00,On Time
PR211,Philippine Airlines,Manila,2024-01-29 09:25:00,On Time
OZ602,Asiana Airlines,Seoul,2024-01-29 09:40:00,Cancelled
JL771,Japan Airlines,Tokyo,2024-01-29 10:02:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-01-29 10:26:00,On Time
KE601,Korean Air,Seoul,2024-01-29 11:30:00,On Time
QF7,Qantas,Los Angeles,2024-01-29 11:52:00,On Time
SQ213,Singapore Airlines,Singapore,2024-01-29 13:33:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-01-29 15:43:00,On Time
QF1,Qantas,Singapore,2024-01-29 16:35:00,On Time
QR007,Qatar Airways,Doha,2024-01-29 20:40:00,On Time
EK413,Emirates,Dubai,2024-01-29 21:07:00,On Time
GA715,Garuda Indonesia,Bali,2024-01-30 07:32:00,On Time
TR13,Scoot,Singapore,2024-01-30 07:40:00,On Time
SQ211,Singapore Airlines,Singapore,2024-01-30 07:58:00,On Time
5J32,Cebu Pacific,Manila,2024-01-30 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-01-30 08:40:00,On Time
MU502,China Eastern,Shanghai,2024-01-30 09:14:00,Delayed
JL771,Japan Airlines,Tokyo,2024-01-30 09:58:00,On Time
CA781,Air China,Beijing,2024-01-30 10:01:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-01-30 10:29:00,On Time
NH880,ANA,Tokyo,2024-01-30 11:11:00,Delayed
KE601,Korean Air,Seoul,2024-01-30 11:28:00,On Time
QF7,Qantas,Los Angeles,2024-01-30 11:53:00,Delayed
QF1,Qantas,Singapore,2024-01-30 16:29:00,On Time
UA839,United Airlines,Los Angeles,2024-01-30 21:03:00,On Time
EK413,Emirates,Dubai,2024-01-30 21:09:00,Delayed
GA715,Garuda Indonesia,Bali,2024-01-31 07:32:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-01-31 07:55:00,On Time
TG476,Thai Airways,Bangkok,2024-01-31 09:05:00,On Time
PR211,Philippine Airlines,Manila,2024-01-31 09:25:00,Delayed
OZ602,Asiana Airlines,Seoul,2024-01-31 09:42:00,On Time
JL771,Japan Airlines,Tokyo,2024-01-31 09:56:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-01-31 10:32:00,Cancelled
KE601,Korean Air,Seoul,2024-01-31 11:32:00,On Time
QF7,Qantas,Los Angeles,2024-01-31 11:50:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-01-31 13:35:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-01-31 15:44:00,On Time
QF1,Qantas,Singapore,2024-01-31 16:28:00,On Time
QR007,Qatar Airways,Doha,2024-01-31 20:49:00,On Time
EK413,Emirates,Dubai,2024-01-31 21:08:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-01 07:32:00,On Time
TR13,Scoot,Singapore,2024-02-01 07:42:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-01 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-01 08:42:00,On Time
TG476,Thai Airways,Bangkok,2024-02-01 08:55:00,On Time
MU502,China Eastern,Shanghai,2024-02-01 09:11:00,On Time
CA781,Air China,Beijing,2024-02-01 09:56:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-01 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-01 10:27:00,On Time
NH880,ANA,Tokyo,2024-02-01 11:14:00,On Time
KE601,Korean Air,Seoul,2024-02-01 11:34:00,On Time
QF7,Qantas,Los Angeles,2024-02-01 11:57:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-01 13:29:00,On Time
QF1,Qantas,Singapore,2024-02-01 16:26:00,On Time
UA839,United Airlines,Los Angeles,2024-02-01 21:01:00,On Time
EK413,Emirates,Dubai,2024-02-01 21:06:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-02 07:30:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-02 07:59:00,On Time
5J32,Cebu Pacific,Manila,2024-02-02 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-02 08:40:00,Delayed
MU502,China Eastern,Shanghai,2024-02-02 09:18:00,On Time
PR211,Philippine Airlines,Manila,2024-02-02 09:32:00,On Time
OZ602,Asiana Airlines,Seoul,2024-02-02 09:50:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-02 10:03:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-02 10:30:00,Delayed
KE601,Korean Air,Seoul,2024-02-02 11:34:00,On Time
QF7,Qantas,Los Angeles,2024-02-02 11:56:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-02-02 15:41:00,On Time
QF1,Qantas,Singapore,2024-02-02 16:32:00,On Time
QR007,Qatar Airways,Doha,2024-02-02 20:47:00,On Time
EK413,Emirates,Dubai,2024-02-02 21:11:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-03 07:35:00,On Time
TR13,Scoot,Singapore,2024-02-03 07:41:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-03 07:59:00,Delayed
TG476,Thai Airways,Bangkok,2024-02-03 09:02:00,On Time
PR211,Philippine Airlines,Manila,2024-02-03 09:33:00,On Time
OZ602,Asiana Airlines,Seoul,2024-02-03 09:40:00,On Time
CA781,Air China,Beijing,2024-02-03 09:59:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-03 10:00:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-03 10:28:00,On Time
NH880,ANA,Tokyo,2024-02-03 11:18:00,On Time
KE601,Korean Air,Seoul,2024-02-03 11:26:00,On Time
QF7,Qantas,Los Angeles,2024-02-03 11:54:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-03 13:25:00,On Time
QF1,Qantas,Singapore,2024-02-03 16:25:00,Delayed
UA839,United Airlines,Los Angeles,2024-02-03 20:55:00,On Time
EK413,Emirates,Dubai,2024-02-03 21:05:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-04 07:34:00,Delayed
5J32,Cebu Pacific,Manila,2024-02-04 07:55:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-04 07:56:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-04 08:50:00,On Time
TG476,Thai Airways,Bangkok,2024-02-04 09:01:00,On Time
MU502,China Eastern,Shanghai,2024-02-04 09:19:00,On Time
PR211,Philippine Airlines,Manila,2024-02-04 09:30:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-04 09:57:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-02-04 10:29:00,On Time
NH880,ANA,Tokyo,2024-02-04 11:17:00,On Time
KE601,Korean Air,Seoul,2024-02-04 11:27:00,Delayed
QF7,Qantas,Los Angeles,2024-02-04 11:55:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-02-04 13:35:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-02-04 15:49:00,On Time
QF1,Qantas,Singapore,2024-02-04 16:31:00,On Time
QR007,Qatar Airways,Doha,2024-02-04 20:48:00,Delayed
UA839,United Airlines,Los Angeles,2024-02-04 21:00:00,On Time
EK413,Emirates,Dubai,2024-02-04 21:08:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-05 07:31:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-05 07:56:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-05 08:44:00,On Time
TG476,Thai Airways,Bangkok,2024-02-05 09:02:00,On Time
MU502,China Eastern,Shanghai,2024-02-05 09:10:00,On Time
PR211,Philippine Airlines,Manila,2024-02-05 09:34:00,On Time
OZ602,Asiana Airlines,Seoul,2024-02-05 09:46:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-05 09:55:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-05 10:31:00,On Time
KE601,Korean Air,Seoul,2024-02-05 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-02-05 11:51:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-05 13:27:00,Cancelled
CX103,Cathay Pacific,Hong Kong,2024-02-05 15:45:00,On Time
QF1,Qantas,Singapore,2024-02-05 16:31:00,On Time
QR007,Qatar Airways,Doha,2024-02-05 20:42:00,Delayed
EK413,Emirates,Dubai,2024-02-05 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-06 07:28:00,On Time
TR13,Scoot,Singapore,2024-02-06 07:47:00,Delayed
5J32,Cebu Pacific,Manila,2024-02-06 07:55:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-02-06 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-06 08:49:00,On Time
MU502,China Eastern,Shanghai,2024-02-06 09:17:00,Delayed
JL771,Japan Airlines,Tokyo,2024-02-06 10:04:00,On Time
CA781,Air China,Beijing,2024-02-06 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-06 10:26:00,On Time
NH880,ANA,Tokyo,2024-02-06 11:20:00,On Time
KE601,Korean Air,Seoul,2024-02-06 11:33:00,On Time
QF7,Qantas,Los Angeles,2024-02-06 11:52:00,On Time
QF1,Qantas,Singapore,2024-02-06 16:26:00,Delayed
UA839,United Airlines,Los Angeles,2024-02-06 21:05:00,On Time
EK413,Emirates,Dubai,2024-02-06 21:05:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-07 07:34:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-07 07:55:00,On Time
TG476,Thai Airways,Bangkok,2024-02-07 08:56:00,On Time
PR211,Philippine Airlines,Manila,2024-02-07 09:34:00,On Time
OZ602,Asiana Airlines,Seoul,2024-02-07 09:44:00,Delayed
JL771,Japan Airlines,Tokyo,2024-02-07 09:58:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-07 10:30:00,On Time
KE601,Korean Air,Seoul,2024-02-07 11:27:00,Delayed
QF7,Qantas,Los Angeles,2024-02-07 11:57:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-07 13:27:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-02-07 15:46:00,On Time
QF1,Qantas,Singapore,2024-02-07 16:30:00,On Time
QR007,Qatar Airways,Doha,2024-02-07 20:42:00,On Time
EK413,Emirates,Dubai,2024-02-07 21:10:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-08 07:32:00,On Time
TR13,Scoot,Singapore,2024-02-08 07:47:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-08 07:58:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-08 08:42:00,On Time
TG476,Thai Airways,Bangkok,2024-02-08 09:02:00,On Time
MU502,China Eastern,Shanghai,2024-02-08 09:12:00,On Time
CA781,Air China,Beijing,2024-02-08 10:04:00,Delayed
JL771,Japan Airlines,Tokyo,2024-02-08 10:05:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-08 10:31:00,On Time
NH880,ANA,Tokyo,2024-02-08 11:10:00,On Time
KE601,Korean Air,Seoul,2024-02-08 11:32:00,On Time
QF7,Qantas,Los Angeles,2024-02-08 11:54:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-08 13:28:00,On Time
QF1,Qantas,Singapore,2024-02-08 16:26:00,On Time
UA839,United Airlines,Los Angeles,2024-02-08 21:00:00,Delayed
EK413,Emirates,Dubai,2024-02-08 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-09 07:26:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-09 08:02:00,On Time
5J32,Cebu Pacific,Manila,2024-02-09 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-09 08:43:00,On Time
MU502,China Eastern,Shanghai,2024-02-09 09:11:00,On Time
PR211,Philippine Airlines,Manila,2024-02-09 09:35:00,On Time
OZ602,Asiana Airlines,Seoul,2024-02-09 09:48:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-09 09:56:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-09 10:34:00,On Time
KE601,Korean Air,Seoul,2024-02-09 11:32:00,Delayed
QF7,Qantas,Los Angeles,2024-02-09 11:50:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-02-09 15:49:00,On Time
QF1,Qantas,Singapore,2024-02-09 16:29:00,On Time
QR007,Qatar Airways,Doha,2024-02-09 20:43:00,On Time
EK413,Emirates,Dubai,2024-02-09 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-10 07:32:00,On Time
TR13,Scoot,Singapore,2024-02-10 07:43:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-10 08:05:00,On Time
TG476,Thai Airways,Bangkok,2024-02-10 09:02:00,On Time
PR211,Philippine Airlines,Manila,2024-02-10 09:34:00,On Time
OZ602,Asiana Airlines,Seoul,2024-02-10 09:47:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-10 09:55:00,On Time
CA781,Air China,Beijing,2024-02-10 10:03:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-02-10 10:30:00,On Time
NH880,ANA,Tokyo,2024-02-10 11:20:00,On Time
KE601,Korean Air,Seoul,2024-02-10 11:35:00,On Time
QF7,Qantas,Los Angeles,2024-02-10 11:57:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-02-10 13:28:00,On Time
QF1,Qantas,Singapore,2024-02-10 16:25:00,On Time
UA839,United Airlines,Los Angeles,2024-02-10 20:57:00,On Time
EK413,Emirates,Dubai,2024-02-10 21:08:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-11 07:30:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-11 07:55:00,On Time
5J32,Cebu Pacific,Manila,2024-02-11 07:56:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-11 08:41:00,On Time
TG476,Thai Airways,Bangkok,2024-02-11 08:58:00,Delayed
MU502,China Eastern,Shanghai,2024-02-11 09:18:00,On Time
PR211,Philippine Airlines,Manila,2024-02-11 09:27:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-11 10:00:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-11 10:29:00,On Time
NH880,ANA,Tokyo,2024-02-11 11:18:00,Delayed
KE601,Korean Air,Seoul,2024-02-11 11:29:00,Cancelled
QF7,Qantas,Los Angeles,2024-02-11 11:52:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-11 13:35:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-02-11 15:42:00,Delayed
QF1,Qantas,Singapore,2024-02-11 16:34:00,On Time
QR007,Qatar Airways,Doha,2024-02-11 20:50:00,On Time
UA839,United Airlines,Los Angeles,2024-02-11 21:03:00,Delayed
EK413,Emirates,Dubai,2024-02-11 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-12 07:33:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-12 08:00:00,Delayed
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-12 08:45:00,On Time
TG476,Thai Airways,Bangkok,2024-02-12 08:56:00,On Time
MU502,China Eastern,Shanghai,2024-02-12 09:10:00,On Time
PR211,Philippine Airlines,Manila,2024-02-12 09:25:00,On Time
OZ602,Asiana Airlines,Seoul,2024-02-12 09:48:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-12 09:55:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-12 10:27:00,On Time
KE601,Korean Air,Seoul,2024-02-12 11:34:00,Delayed
QF7,Qantas,Los Angeles,2024-02-12 12:00:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-12 13:31:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-02-12 15:41:00,On Time
QF1,Qantas,Singapore,2024-02-12 16:31:00,On Time
QR007,Qatar Airways,Doha,2024-02-12 20:40:00,Delayed
EK413,Emirates,Dubai,2024-02-12 21:10:00,Delayed
GA715,Garuda Indonesia,Bali,2024-02-13 07:27:00,On Time
TR13,Scoot,Singapore,2024-02-13 07:45:00,Delayed
5J32,Cebu Pacific,Manila,2024-02-13 07:58:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-13 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-13 08:45:00,On Time
MU502,China Eastern,Shanghai,2024-02-13 09:20:00,On Time
CA781,Air China,Beijing,2024-02-13 09:55:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-13 10:03:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-13 10:31:00,On Time
NH880,ANA,Tokyo,2024-02-13 11:13:00,On Time
KE601,Korean Air,Seoul,2024-02-13 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-02-13 11:57:00,On Time
QF1,Qantas,Singapore,2024-02-13 16:29:00,On Time
UA839,United Airlines,Los Angeles,2024-02-13 21:01:00,On Time
EK413,Emirates,Dubai,2024-02-13 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-14 07:25:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-14 07:57:00,On Time
TG476,Thai Airways,Bangkok,2024-02-14 09:00:00,On Time
PR211,Philippine Airlines,Manila,2024-02-14 09:34:00,On Time
OZ602,Asiana Airlines,Seoul,2024-02-14 09:47:00,Cancelled
JL771,Japan Airlines,Tokyo,2024-02-14 09:58:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-14 10:29:00,On Time
KE601,Korean Air,Seoul,2024-02-14 11:33:00,Delayed
QF7,Qantas,Los Angeles,2024-02-14 11:56:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-14 13:25:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-02-14 15:47:00,On Time
QF1,Qantas,Singapore,2024-02-14 16:26:00,On Time
QR007,Qatar Airways,Doha,2024-02-14 20:42:00,On Time
EK413,Emirates,Dubai,2024-02-14 21:10:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-15 07:35:00,Delayed
TR13,Scoot,Singapore,2024-02-15 07:40:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-15 08:03:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-15 08:40:00,On Time
TG476,Thai Airways,Bangkok,2024-02-15 08:55:00,On Time
MU502,China Eastern,Shanghai,2024-02-15 09:18:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-15 09:58:00,On Time
CA781,Air China,Beijing,2024-02-15 10:00:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-15 10:35:00,On Time
NH880,ANA,Tokyo,2024-02-15 11:13:00,On Time
KE601,Korean Air,Seoul,2024-02-15 11:29:00,On Time
QF7,Qantas,Los Angeles,2024-02-15 11:52:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-15 13:32:00,On Time
QF1,Qantas,Singapore,2024-02-15 16:35:00,On Time
UA839,United Airlines,Los Angeles,2024-02-15 20:59:00,Delayed
EK413,Emirates,Dubai,2024-02-15 21:15:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-16 07:29:00,On Time
5J32,Cebu Pacific,Manila,2024-02-16 08:04:00,Cancelled
SQ211,Singapore Airlines,Singapore,2024-02-16 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-16 08:48:00,Delayed
MU502,China Eastern,Shanghai,2024-02-16 09:14:00,Delayed
PR211,Philippine Airlines,Manila,2024-02-16 09:27:00,On Time
OZ602,Asiana Airlines,Seoul,2024-02-16 09:49:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-16 10:00:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-16 10:26:00,On Time
KE601,Korean Air,Seoul,2024-02-16 11:30:00,On Time
QF7,Qantas,Los Angeles,2024-02-16 11:57:00,Delayed
CX103,Cathay Pacific,Hong Kong,2024-02-16 15:41:00,On Time
QF1,Qantas,Singapore,2024-02-16 16:28:00,On Time
QR007,Qatar Airways,Doha,2024-02-16 20:49:00,On Time
EK413,Emirates,Dubai,2024-02-16 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-17 07:28:00,On Time
TR13,Scoot,Singapore,2024-02-17 07:50:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-17 07:55:00,On Time
TG476,Thai Airways,Bangkok,2024-02-17 08:58:00,On Time
PR211,Philippine Airlines,Manila,2024-02-17 09:32:00,On Time
OZ602,Asiana Airlines,Seoul,2024-02-17 09:44:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-17 09:56:00,On Time
CA781,Air China,Beijing,2024-02-17 09:57:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-02-17 10:34:00,On Time
NH880,ANA,Tokyo,2024-02-17 11:17:00,Cancelled
KE601,Korean Air,Seoul,2024-02-17 11:26:00,On Time
QF7,Qantas,Los Angeles,2024-02-17 11:55:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-17 13:25:00,Delayed
QF1,Qantas,Singapore,2024-02-17 16:27:00,On Time
UA839,United Airlines,Los Angeles,2024-02-17 20:58:00,On Time
EK413,Emirates,Dubai,2024-02-17 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-18 07:28:00,On Time
5J32,Cebu Pacific,Manila,2024-02-18 08:05:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-18 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-18 08:50:00,On Time
TG476,Thai Airways,Bangkok,2024-02-18 08:59:00,On Time
MU502,China Eastern,Shanghai,2024-02-18 09:15:00,On Time
PR211,Philippine Airlines,Manila,2024-02-18 09:28:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-18 10:01:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-18 10:28:00,On Time
NH880,ANA,Tokyo,2024-02-18 11:18:00,On Time
KE601,Korean Air,Seoul,2024-02-18 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-02-18 11:51:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-18 13:29:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-02-18 15:44:00,On Time
QF1,Qantas,Singapore,2024-02-18 16:25:00,On Time
QR007,Qatar Airways,Doha,2024-02-18 20:44:00,On Time
UA839,United Airlines,Los Angeles,2024-02-18 20:56:00,Cancelled
EK413,Emirates,Dubai,2024-02-18 21:06:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-19 07:27:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-19 07:57:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-19 08:42:00,Delayed
TG476,Thai Airways,Bangkok,2024-02-19 09:01:00,On Time
MU502,China Eastern,Shanghai,2024-02-19 09:16:00,On Time
PR211,Philippine Airlines,Manila,2024-02-19 09:26:00,On Time
OZ602,Asiana Airlines,Seoul,2024-02-19 09:47:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-19 10:01:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-19 10:26:00,On Time
KE601,Korean Air,Seoul,2024-02-19 11:26:00,On Time
QF7,Qantas,Los Angeles,2024-02-19 11:51:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-19 13:31:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-02-19 15:44:00,On Time
QF1,Qantas,Singapore,2024-02-19 16:33:00,On Time
QR007,Qatar Airways,Doha,2024-02-19 20:46:00,On Time
EK413,Emirates,Dubai,2024-02-19 21:15:00,On Time
GA715,Garuda Indonesia,Bali,2024-02-20 07:34:00,Delayed
TR13,Scoot,Singapore,2024-02-20 07:49:00,On Time
5J32,Cebu Pacific,Manila,2024-02-20 08:01:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-20 08:02:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-02-20 08:48:00,On Time
MU502,China Eastern,Shanghai,2024-02-20 09:10:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-20 09:56:00,Delayed
CA781,Air China,Beijing,2024-02-20 09:56:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-20 10:32:00,On Time
NH880,ANA,Tokyo,2024-02-20 11:10:00,On Time
KE601,Korean Air,Seoul,2024-02-20 11:34:00,On Time
QF7,Qantas,Los Angeles,2024-02-20 11:51:00,On Time
QF1,Qantas,Singapore,2024-02-20 16:30:00,On Time
UA839,United Airlines,Los Angeles,2024-02-20 20:55:00,On Time
EK413,Emirates,Dubai,2024-02-20 21:11:00,Delayed
GA715,Garuda Indonesia,Bali,2024-02-21 07:29:00,On Time
SQ211,Singapore Airlines,Singapore,2024-02-21 07:57:00,On Time
TG476,Thai Airways,Bangkok,2024-02-21 09:02:00,On Time
PR211,Philippine Airlines,Manila,2024-02-21 09:33:00,On Time
OZ602,Asiana Airlines,Seoul,2024-02-21 09:45:00,On Time
JL771,Japan Airlines,Tokyo,2024-02-21 09:55:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-02-21 10:35:00,On Time
KE601,Korean Air,Seoul,2024-02-21 11:35:00,On Time
QF7,Qantas,Los Angeles,2024-02-21 11:50:00,On Time
SQ213,Singapore Airlines,Singapore,2024-02-21 13:31:00,On Time
